timestep,nC,nsys,dC_normF,dC_rel,coupling_change,correction_rel,cap_cond,cap_smin,cap_smax,cap_rcond,cap_symres,woodbury_err,woodbury_relres,frozen_err,frozen_relres,fresh_err,fresh_relres,backslash_relres,t_woodbury_net,t_woodbury,t_woodbury_diag,t_frozen,t_fresh,cum_woodbury,cum_fresh
11,44,5864,6.79964000682112,1.39243161900671,1.21042424923132,0.796612112369082,343.886010108602,0.0534569111201109,18.3830838778251,0.000896900277524819,8.12085134479199e-16,3.88786346610116e-15,1.40386026528936e-14,0.796612112369081,1.24478737442422,0,1.17383874834854e-15,1.17383874834854e-15,0.008235,0.009334,0.001099,0.000366,0.021695,0.138872,0.301557
12,44,5864,6.82944478879712,1.39853504812639,1.22558695729758,0.830978500890527,339.662440220111,0.0541216038053112,18.3830760171381,0.00080080934331104,8.11675570403574e-16,1.98340941573041e-14,3.42151159208297e-14,0.830978500890543,1.252410484337,0,1.11809563373158e-15,1.11809563373158e-15,0.006273,0.006817,0.000544,0.000367,0.018677,0.145145,0.320234
13,44,5864,6.86966333070348,1.40677100905441,1.24312898271484,0.860108747844343,353.884178520525,0.0519465724487679,18.3830701179892,0.000756479934630363,8.11334948686747e-16,3.19137238376633e-15,1.41173036000622e-14,0.860108747844344,1.26165144566381,0,1.10119877971116e-15,1.10119877971116e-15,0.007862,0.00826,0.000398,0.000368,0.018787,0.153007,0.339021
14,44,5864,6.87967060000202,1.40882029963115,1.25376687066091,0.8919231359251,350.354103674079,0.0524699589897386,18.3830654516656,0.000768703693645396,8.12404710047773e-16,2.38814906258474e-15,1.69788684526498e-14,0.891923135925099,1.28035354347864,0,9.97471477833068e-16,9.97471477833068e-16,0.006668,0.007272,0.000531,0.000459,0.029763,0.159675,0.368784
15,44,5864,6.86257928714531,1.40532033722018,1.23237313458548,0.923888931267151,326.469238769192,0.0563087103477116,18.3830618032923,0.000835739868764851,8.11471577870505e-16,2.73268755147233e-15,2.17165764822645e-14,0.923888931267151,1.30544530565776,0,9.9090629660856e-16,9.9090629660856e-16,0.007102,0.007594,0.000492,0.000361,0.024467,0.166777,0.393251
16,44,5864,6.8058863778068,1.39371075208666,1.21919537723189,0.94823306692275,337.051373390377,0.054540821998648,18.3830589604844,0.00101254799505629,8.1140962992214e-16,3.28642721643906e-15,1.51045925478222e-14,0.948233066922748,1.32989587453841,0,1.0256380451017e-15,1.0256380451017e-15,0.007012,0.007413,0.000401,0.000362,0.026749,0.173789,0.42
17,44,5864,6.76160647433122,1.38464310473708,1.18964983681557,0.971320516301763,387.7512967173,0.0474094011490214,18.3830567721237,0.000800676694598009,8.11404358214582e-16,8.30719143938146e-15,3.45388947805571e-14,0.971320516301755,1.3661654837599,0,1.02082242195653e-15,1.02082242195653e-15,0.006869,0.007368,0.000499,0.000362,0.029663,0.180658,0.449663
18,44,5864,6.81348354707121,1.39526650190402,1.21420801999906,0.990416002144633,347.485505393048,0.0529030846379317,18.3830551022629,0.00079173416928988,8.13092975927585e-16,5.08377038688427e-15,2.50344112393858e-14,0.990416002144629,1.40739963534305,0,1.23443611879465e-15,1.23443611879465e-15,0.006878,0.007271,0.000393,0.00039,0.013828,0.187536,0.463491
19,44,5864,6.87211225507196,1.40727250026862,1.24228406593765,1.00523165094257,343.114364550101,0.0535770453065764,18.3830538548379,0.000848033507882725,8.11741381290993e-16,6.63216685143856e-15,2.8573472236209e-14,1.00523165094257,1.43690429453326,0,1.03159729100108e-15,1.03159729100108e-15,0.007175,0.007687,0.000512,0.000405,0.01513,0.194711,0.478621
20,44,5864,6.92302232090951,1.41769787357174,1.246007832911,1.01934040907597,345.864761153053,0.0531509855851955,18.383052934473,0.000936972182569617,8.11288485985439e-16,5.1994440286042e-15,1.77628239543491e-14,1.01934040907597,1.44433477785586,0,1.01654141320424e-15,1.01654141320424e-15,0.009718,0.013594,0.003876,0.000362,0.027593,0.204429,0.506214
